Tweet ID,Date,Positive Sentiments,Neutral Sentiments,Negative Sentiments
3164568489,10/18/18 14:25,0.1,0,0
1.01233E+18,10/18/18 14:18,0,0,0
2342526692,10/18/18 14:18,0,0,0
75425570,10/18/18 14:03,0,0,-1
1693482374,10/18/18 14:02,0,0,0
8.68906E+17,10/18/18 14:00,0,0,0
2174831179,10/18/18 13:42,0.4,0,0
27974861,10/18/18 12:10,0.2,0,0
27974861,10/18/18 12:10,0.333333333,0,0
2839674012,10/18/18 11:58,0,0,0
1693482374,10/18/18 11:53,0,0,0
8.75045E+17,10/18/18 11:48,0.3,0,0
7.23504E+17,10/18/18 11:37,0,0,0
4193211663,10/18/18 11:21,0,0,0
7.83801E+17,10/18/18 11:15,0,0,0
989869530,10/18/18 11:09,0.2,0,0
1.02466E+18,10/18/18 10:50,0,0,-0.4
2251886367,10/18/18 10:42,0,0,-1
9.72072E+17,10/18/18 10:30,0,0,0
50558541,10/18/18 9:58,0,0,0
7.86991E+17,10/18/18 9:12,0,0,0
899783978,10/18/18 8:38,0,0,0
420875454,10/18/18 8:26,0,0,0
25143339,10/18/18 8:15,0.136363636,0,0
3330139138,10/18/18 8:06,0,0,0
8.96009E+17,10/18/18 7:58,0,0,0
64849491,10/18/18 7:38,0.136363636,0,0
8.30314E+17,10/18/18 7:07,0,0,-0.125
4193211663,10/18/18 7:00,0,0,0
1313527375,10/18/18 6:32,0.3,0,0
420875454,10/18/18 6:32,0,0,0
1.02095E+18,10/18/18 6:26,0,0,0
1911405374,10/18/18 6:24,0,0,0
394679953,10/18/18 6:17,0,0,-0.12
7.79797E+17,10/18/18 5:51,0,0,0
2615068334,10/18/18 5:31,0,0,0
334410390,10/18/18 5:21,0,0,0
500858244,10/18/18 5:21,0,0,0
268934563,10/18/18 5:00,0,0,-0.007142857
328315970,10/18/18 4:53,0,0,0
741194701,10/18/18 4:52,0,0,0
2832973876,10/18/18 4:26,0.65,0,0
7.06801E+17,10/18/18 4:20,0,0,-1
3133990387,10/18/18 4:08,0,0,0
7.80479E+17,10/18/18 3:49,0,0,0
1.03314E+18,10/18/18 3:29,0.8,0,0
54529748,10/18/18 3:26,0,0,0
386302837,10/18/18 3:03,0.318181818,0,0
41954681,10/18/18 3:03,0.2,0,0
26785888,10/18/18 2:53,0,0,0
3197813923,10/18/18 2:52,0,0,0
1321706911,10/18/18 2:44,0,0,0
421827390,10/18/18 2:36,0.8,0,0
54529748,10/18/18 2:10,0,0,0
3105852571,10/18/18 2:05,0.206060606,0,0
200528145,10/18/18 1:55,0,0,0
408987446,10/18/18 1:30,0,0,0
8.86112E+17,10/18/18 1:29,0,0,0
421827390,10/18/18 1:17,0.285714286,0,0
304186592,10/18/18 1:16,0.6,0,0
3330139138,10/18/18 1:15,0,0,0
3718863435,10/18/18 1:11,0,0,0
175283436,10/18/18 1:08,0,0,-0.625
591127143,10/18/18 1:05,0,0,0
2667064831,10/18/18 0:58,0,0,0
